=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.04.13 23:06:21 =~=~=~=~=~=~=~=~=~=~=~=
33541273
51864, 51541273
51879, 51542346
1538090
51789, 51542794
51804, 51538011
51819, 51538011
51834, 51539721
51849, 51541273
51864, 51541273
51879, 51542346
51894, 51539507
51909, 51539507
LDC16xx registers dump:
DATA_MSB_CH0       (0x00) : 0x0000
DATA_LSB_CH0       (0x01) : 0x0000
DATA_MSB_CH1       (0x02) : 0x0000
DATA_LSB_CH1       (0x03) : 0x0000
DATA_MSB_CH2       (0x04) : 0x0000
DATA_LSB_CH2       (0x05) : 0x0000
DATA_MSB_CH3       (0x06) : 0x0000
DATA_LSB_CH3       (0x07) : 0x0000
RCOUNT_CH0         (0x08) : 0xFD77
RCOUNT_CH1         (0x09) : 0xFD77
RCOUNT_CH2         (0x0A) : 0xFD77
RCOUNT_CH3         (0x0B) : 0xFD77
OFFSET_CH0         (0x0C) : 0x0000
OFFSET_CH1         (0x0D) : 0x0000
OFFSET_CH2         (0x0E) : 0x0000
OFFSET_CH3         (0x0F) : 0x0000
SETTLECOUNT_CH0    (0x10) : 0x0016
SETTLECOUNT_CH1    (0x11) : 0x0016
SETTLECOUNT_CH2    (0x12) : 0x0016
SETTLECOUNT_CH3    (0x13) : 0x0016
CLOCK_DIVIDERS_CH0 (0x14) : 0x1001
CLOCK_DIVIDERS_CH1 (0x15) : 0x1001
CLOCK_DIVIDERS_CH2 (0x16) : 0x1001
CLOCK_DIVIDERS_CH3 (0x17) : 0x1001
STATUS             (0x18) : 0x0008
ERROR_CONFIG       (0x19) : 0x0000
CONFIG             (0x1A) : 0x1400
MUX_CONFIG         (0x1B) : 0x020D
RESET_DEV          (0x1C) : 0x0000
DRIVE_CURRENT_CH0  (0x1D) : 0xAD40
DRIVE_CURRENT_CH1  (0x1E) : 0xA800
DRIVE_CURRENT_CH2  (0x1F) : 0xA800
DRIVE_CURRENT_CH3  (0x20) : 0xA800
MANUFACTURER_ID    (0x21) : 0x5449
DEVICE_ID          (0x22) : 0x3055
113, 51550039
129, 51545171
144, 51545171
159, 51542978
174, 51539721
189, 51539721
204, 51544624
219, 51540885
234, 51540035
249, 51540035
264, 51541909
279, 51540308
294, 51540308
309, 51542546
324, 51540477
339, 51540477
354, 51543938
369, 51540577
384, 51540577
399, 51541636
414, 51538792
429, 51538792
444, 51542709
459, 51537419
474, 51541342
489, 51541342
504, 51541611
519, 51540338
534, 51540338
549, 51548050
564, 51544569
579, 51544569
594, 51547756
609, 51544664
624, 51544664
639, 51544857
654, 51543132
669, 51543132
684, 51547036
699, 51543286
714, 51543286
729, 51549910
744, 51540984
759, 51542566
774, 51542566
789, 51546255
804, 51541193
819, 51541193
834, 51546981
849, 51543888
864, 51543888
879, 51545489
894, 51543242
909, 51543242
924, 51544475
939, 51540577
954, 51540577
969, 51543088
984, 51539507
999, 51543292
1014, 51543292
1029, 51545798
1044, 51543122
1059, 51543122
1074, 51548279
1089, 51542406
1104, 51542406
1119, 51545280
1134, 51543809
1149, 51543809
1164, 51545534
1179, 51543858
1194, 51543858
1209, 51549780
1224, 51543207
1239, 51543207
1254, 51544634
1269, 51543968
1284, 51540547
1299, 51540547
1314, 51545385
1329, 51543828
1344, 51543828
1359, 51546926
1374, 51543316
1389, 51543316
1404, 51545564
1419, 51543157
1434, 51543157
1449, 51543928
1464, 51542555
1479, 51542555
1494, 51547786
1509, 51542789
1524, 51543127
1539, 51543127
1554, 51546086
1569, 51541576
1584, 51541576
1599, 51545484
1614, 51543465
1629, 51543465
1644, 51547935
1659, 51542128
1674, 51542128
1689, 51544062
1704, 51541710
1719, 51541710
1734, 51544768
1749, 51538547
1764, 51538547
1779, 51542774
1794, 51539562
1809, 51542670
1824, 51542670
1839, 51545698
1854, 51540114
1869, 51540114
1884, 51541944
1899, 51540049
1914, 51540049
1929, 51542824
1944, 51538871
1959, 51538871
1974, 51542869
1989, 51540288
2004, 51540288
2019, 51542829
2034, 51541581
2049, 51541994
2064, 51541994
2079, 51543644
2094, 51541924
2109, 51541924
2124, 51544664
2139, 51542993
2154, 51542993
2169, 51544142
2184, 51539488
2199, 51539488
2214, 51545748
2229, 51541765
2244, 51541765
2259, 51546369
2274, 51540835
2289, 51540835
2304, 51545146
2319, 51541476
2334, 51543396
2349, 51543396
2364, 51547374
2379, 51540626
2394, 51540626
2409, 51546051
2424, 51543226
2439, 51543226
2454, 51545619
2469, 51545762
2484, 51545762
2499, 51546131
2514, 51547115
2529, 51547115
2544, 51547473
2559, 51544882
2574, 51549019
2589, 51549019
2604, 51545683
2619, 51542596
2634, 51542596
2649, 51543077
2664, 51543669
2679, 51543669
2694, 51543958
2709, 51542874
2724, 51542874
2739, 51545822
2754, 51545405
2769, 51545405
2784, 51546444
2799, 51541496
2814, 51541496
2829, 51546329
2844, 51542192
2859, 51540447
2874, 51540447
2889, 51546315
2904, 51541372
2919, 51541372
2934, 51546494
2949, 51541457
2964, 51541457
2979, 51547274
2994, 51542690
3009, 51542690
3024, 51544738
3039, 51540423
3054, 51540423
3069, 51545305
3084, 51542202
3099, 51542202
3114, 51542093
3129, 51543655
3144, 51544733
3159, 51544733
3174, 51544654
3189, 51542461
3204, 51542461
3219, 51547533
3234, 51542088
3249, 51542088
3264, 51543470
3279, 51539821
3294, 51539821
3309, 51545310
3324, 51539403
3339, 51539403
3354, 51544535
3369, 51544415
3384, 51541482
3399, 51541482
3414, 51544345
3429, 51539785
3444, 51539785
3459, 51543152
3474, 51540035
3489, 51540035
3504, 51543446
3519, 51541303
3534, 51541303
3549, 51544480
3564, 51537255
3579, 51537255
3594, 51541352
3609, 51539975
3624, 51539975
3639, 51544455
3654, 51542232
3669, 51540547
3684, 51540547
3699, 51538508
3714, 51540268
3729, 51540268
3744, 51543311
3759, 51539537
3774, 51539537
3789, 51546155
3804, 51540184
3819, 51540184
3834, 51543988
3849, 51541163
3864, 51541163
3879, 51544296
3894, 51539726
3909, 51541029
3924, 51541029
3939, 51544167
3954, 51539612
3969, 51539612
3984, 51542844
3999, 51540964
4014, 51540964
4029, 51543446
4044, 51542054
4059, 51542054
4074, 51548274
4089, 51540756
4104, 51540756
4119, 51541939
4134, 51540731
4149, 51540731
4164, 51544838
4179, 51543963
4194, 51542948
4209, 51542948
4224, 51545286
4239, 51541785
4254, 51541785
4269, 51545245
4284, 51542789
4299, 51542789
4314, 51545415
4329, 51539925
4344, 51539925
4359, 51541999
4374, 51537191
4389, 51537191
4404, 51541367
4419, 51537747
4434, 51538662
4449, 51538662
4464, 51539388
4479, 51538324
4494, 51538324
4509, 51538583
4524, 51534853
4539, 51534853
4554, 51538831
4569, 51537161
4584, 51537161
4599, 51542725
4614, 51538891
4629, 51538891
4644, 51544007
4659, 51538349
4674, 51538349
4689, 51543694
4704, 51538856
4719, 51540940
4734, 51540940
4749, 51543212
4764, 51539105
4779, 51539105
4794, 51543619
4809, 51547011
4824, 51547011
4839, 51553728
4854, 51542904
4869, 51542904
4884, 51543047
4899, 51529125
4914, 51529125
4929, 51546166
4944, 51549318
4959, 51540238
4974, 51540238
4989, 51548592
5004, 51542844
5019, 51542844
5034, 51543182
5049, 51538732
5064, 51538732
5079, 51538553
5094, 51534167
5109, 51534167
5124, 51534396
5139, 51534575
5154, 51534575
5169, 51543018
5184, 51537265
5199, 51537265
5214, 51541561
5229, 51538841
5244, 51538195
5259, 51538195
5274, 51543113
5289, 51538662
5304, 51538662
5319, 51542555
5334, 51537543
5349, 51537543
5364, 51541173
5379, 51537046
5394, 51537046
