=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.04.13 22:21:24 =~=~=~=~=~=~=~=~=~=~=~=
3879, 21576810
10754, 21576462
50769, 21576672
1576259
50679, 21576259
50694, 21575749
50709, 21575186
50724, 21575473
50739, 21576462
50754, 21576462
50769, 21576672
1576259
50679, 21576259
50694, 21575749
50709, 21575186
50724, 21575473
50739, 21576462
50754, 21576462
50769, 21576672
50784, 21576709
50799, LDC16xx registers dump:
DATA_MSB_CH0       (0x00) : 0x0000
DATA_LSB_CH0       (0x01) : 0x0000
DATA_MSB_CH1       (0x02) : 0x0000
DATA_LSB_CH1       (0x03) : 0x0000
DATA_MSB_CH2       (0x04) : 0x0000
DATA_LSB_CH2       (0x05) : 0x0000
DATA_MSB_CH3       (0x06) : 0x0000
DATA_LSB_CH3       (0x07) : 0x0000
RCOUNT_CH0         (0x08) : 0xDA9E
RCOUNT_CH1         (0x09) : 0xDA9E
RCOUNT_CH2         (0x0A) : 0xDA9E
RCOUNT_CH3         (0x0B) : 0xDA9E
OFFSET_CH0         (0x0C) : 0x0000
OFFSET_CH1         (0x0D) : 0x0000
OFFSET_CH2         (0x0E) : 0x0000
OFFSET_CH3         (0x0F) : 0x0000
SETTLECOUNT_CH0    (0x10) : 0x000E
SETTLECOUNT_CH1    (0x11) : 0x000E
SETTLECOUNT_CH2    (0x12) : 0x000E
SETTLECOUNT_CH3    (0x13) : 0x000E
CLOCK_DIVIDERS_CH0 (0x14) : 0x1001
CLOCK_DIVIDERS_CH1 (0x15) : 0x1001
CLOCK_DIVIDERS_CH2 (0x16) : 0x1001
CLOCK_DIVIDERS_CH3 (0x17) : 0x1001
STATUS             (0x18) : 0x0008
ERROR_CONFIG       (0x19) : 0x0000
CONFIG             (0x1A) : 0x1400
MUX_CONFIG         (0x1B) : 0x020D
RESET_DEV          (0x1C) : 0x0000
DRIVE_CURRENT_CH0  (0x1D) : 0xC600
DRIVE_CURRENT_CH1  (0x1E) : 0xC000
DRIVE_CURRENT_CH2  (0x1F) : 0xC000
DRIVE_CURRENT_CH3  (0x20) : 0xC000
MANUFACTURER_ID    (0x21) : 0x5449
DEVICE_ID          (0x22) : 0x3055
113, 21578111
129, 21577308
144, 21577308
159, 21576996
174, 21577146
189, 21577296
204, 21578183
219, 21578183
234, 21578123
249, 21577835
264, 21577925
279, 21578309
294, 21578309
309, 21578459
324, 21578411
339, 21578046
354, 21578118
369, 21578118
384, 21578004
399, 21578183
414, 21578357
429, 21578357
444, 21578304
459, 21578430
474, 21578280
489, 21579107
504, 21579107
519, 21578657
534, 21579131
549, 21578711
564, 21578711
579, 21578711
594, 21578621
609, 21578549
624, 21578208
639, 21578543
654, 21578543
669, 21578442
684, 21577980
699, 21577806
714, 21578070
729, 21578070
744, 21578399
759, 21578171
774, 21578382
789, 21578333
804, 21578333
819, 21578819
834, 21577692
849, 21577680
864, 21577644
879, 21577644
894, 21577884
909, 21577722
924, 21577608
939, 21577956
954, 21577956
969, 21578106
984, 21577860
999, 21577854
1014, 21577854
1029, 21578147
1044, 21577320
1059, 21577644
1074, 21577722
1089, 21577722
1104, 21577620
1119, 21577908
1134, 21578046
1149, 21577997
1164, 21577997
1179, 21577746
1194, 21577920
1209, 21577649
1224, 21577458
1239, 21577458
1254, 21577830
1269, 21578501
1284, 21578735
1299, 21578273
1314, 21578273
1329, 21578645
1344, 21578135
1359, 21578280
1374, 21577920
1389, 21577920
1404, 21578220
1419, 21578142
1434, 21577644
1449, 21577320
1464, 21577320
1479, 21577308
1494, 21577219
1509, 21577405
1524, 21577248
1539, 21577248
1554, 21577410
1569, 21577200
1584, 21577524
1599, 21577524
1614, 21577356
1629, 21577206
1644, 21577158
1659, 21577500
1674, 21577500
1689, 21576960
1704, 21577272
1719, 21577572
1734, 21577632
1749, 21577632
1764, 21578285
1779, 21578111
1794, 21578249
1809, 21578195
1824, 21578195
1839, 21578406
1854, 21577661
1869, 21577770
1884, 21577008
1899, 21577008
1914, 21577272
1929, 21576931
1944, 21576721
1959, 21576672
1974, 21576672
1989, 21576948
2004, 21575875
2019, 21576199
2034, 21576636
2049, 21576636
2064, 21577020
2079, 21576409
2094, 21576097
2109, 21575875
2124, 21575875
2139, 21576498
2154, 21575983
2169, 21576181
2184, 21576181
2199, 21576571
