x,evmSampleDeltaMs,logDeltaMs,DATA0_uH,DATA1_uH,DATA2_uH,DATA3_uH,DATA0,DATA1,DATA2,DATA3,DATA0_MHz,DATA1_MHz,DATA2_MHz,DATA3_MHz,
911038,174972.06750005484,174972.06750005484,6.300928899151443,0.040751806700190955,Infinity,Infinity,21587931,268435455,0,0,3.49028485044837,43.3999998383224,0,0,
911039,0.030600011348724365,0.030600011348724365,6.300928899151443,0.040751806700190955,Infinity,Infinity,21587931,268435455,0,0,3.49028485044837,43.3999998383224,0,0,
911040,0.005600988864898682,0.005600988864898682,6.300928899151443,0.040751806700190955,Infinity,Infinity,21587931,268435455,0,0,3.49028485044837,43.3999998383224,0,0,
911041,0.004199981689453125,0.004199981689453125,6.3011051939949105,0.040751806700190955,Infinity,Infinity,21587629,268435455,0,0,3.490236023813486,43.3999998383224,0,0,
911042,0.010100007057189941,0.010100007057189941,6.3011051939949105,0.040751806700190955,Infinity,Infinity,21587629,268435455,0,0,3.490236023813486,43.3999998383224,0,0,
911043,0.0035990476608276367,0.0035990476608276367,6.3011051939949105,0.040751806700190955,Infinity,Infinity,21587629,268435455,0,0,3.490236023813486,43.3999998383224,0,0,
911044,0.0036009550094604492,0.0036009550094604492,6.3011051939949105,0.040751806700190955,Infinity,Infinity,21587629,268435455,0,0,3.490236023813486,43.3999998383224,0,0,
911045,20.600600004196167,20.600600004196167,6.3011051939949105,0.040751806700190955,Infinity,Infinity,21587629,268435455,0,0,3.490236023813486,43.3999998383224,0,0,
911046,0.0103989839553833,0.0103989839553833,6.3011051939949105,0.040751806700190955,Infinity,Infinity,21587629,268435455,0,0,3.490236023813486,43.3999998383224,0,0,
911047,0.0038010478019714355,0.0038010478019714355,6.3011051939949105,0.040751806700190955,Infinity,Infinity,21587629,268435455,0,0,3.490236023813486,43.3999998383224,0,0,
911048,0.00279998779296875,0.00279998779296875,6.3011051939949105,0.040751806700190955,Infinity,Infinity,21587629,268435455,0,0,3.490236023813486,43.3999998383224,0,0,
911049,0.002698957920074463,0.002698957920074463,6.3011051939949105,0.040751806700190955,Infinity,Infinity,21587629,268435455,0,0,3.490236023813486,43.3999998383224,0,0,
911050,0.002901017665863037,0.002901017665863037,6.3011051939949105,0.040751806700190955,Infinity,Infinity,21587629,268435455,0,0,3.490236023813486,43.3999998383224,0,0,
911051,0.0028000473976135254,0.0028000473976135254,6.3011051939949105,0.040751806700190955,Infinity,Infinity,21587629,268435455,0,0,3.490236023813486,43.3999998383224,0,0,
911052,0.002698957920074463,0.002698957920074463,6.3011051939949105,0.040751806700190955,Infinity,Infinity,21587629,268435455,0,0,3.490236023813486,43.3999998383224,0,0,
911053,14.83110100030899,14.83110100030899,6.3011051939949105,0.040751806700190955,Infinity,Infinity,21587629,268435455,0,0,3.490236023813486,43.3999998383224,0,0,
911054,0.00989997386932373,0.00989997386932373,6.3011051939949105,0.040751806700190955,Infinity,Infinity,21587629,268435455,0,0,3.490236023813486,43.3999998383224,0,0,
911055,0.003699064254760742,0.003699064254760742,6.3011051939949105,0.040751806700190955,Infinity,Infinity,21587629,268435455,0,0,3.490236023813486,43.3999998383224,0,0,
911056,0.0034009814262390137,0.0034009814262390137,6.3011051939949105,0.040751806700190955,Infinity,Infinity,21587629,268435455,0,0,3.490236023813486,43.3999998383224,0,0,
911057,0.0030989646911621094,0.0030989646911621094,6.3011051939949105,0.040751806700190955,Infinity,Infinity,21587629,268435455,0,0,3.490236023813486,43.3999998383224,0,0,
911058,18.921000003814697,18.921000003814697,6.301198014451913,0.040751806700190955,Infinity,Infinity,21587470,268435455,0,0,3.4902103170752525,43.3999998383224,0,0,
911059,0.011601030826568604,0.011601030826568604,6.301198014451913,0.040751806700190955,Infinity,Infinity,21587470,268435455,0,0,3.4902103170752525,43.3999998383224,0,0,
911060,0.003798961639404297,0.003798961639404297,6.301198014451913,0.040751806700190955,Infinity,Infinity,21587470,268435455,0,0,3.4902103170752525,43.3999998383224,0,0,
911061,0.0028010010719299316,0.0028010010719299316,6.301198014451913,0.040751806700190955,Infinity,Infinity,21587470,268435455,0,0,3.4902103170752525,43.3999998383224,0,0,
911062,0.0026990175247192383,0.0026990175247192383,6.301198014451913,0.040751806700190955,Infinity,Infinity,21587470,268435455,0,0,3.4902103170752525,43.3999998383224,0,0,
911063,0.0026999711990356445,0.0026999711990356445,6.301198014451913,0.040751806700190955,Infinity,Infinity,21587470,268435455,0,0,3.4902103170752525,43.3999998383224,0,0,
911064,0.002700984477996826,0.002700984477996826,6.301198014451913,0.040751806700190955,Infinity,Infinity,21587470,268435455,0,0,3.4902103170752525,43.3999998383224,0,0,
911065,0.0026990771293640137,0.0026990771293640137,6.301198014451913,0.040751806700190955,Infinity,Infinity,21587470,268435455,0,0,3.4902103170752525,43.3999998383224,0,0,
911066,20.58619999885559,20.58619999885559,6.301203852285056,0.040751806700190955,Infinity,Infinity,21587460,268435455,0,0,3.490208700299263,43.3999998383224,0,0,
911067,0.011400997638702393,0.011400997638702393,6.301203852285056,0.040751806700190955,Infinity,Infinity,21587460,268435455,0,0,3.490208700299263,43.3999998383224,0,0,
911068,0.003798961639404297,0.003798961639404297,6.301203852285056,0.040751806700190955,Infinity,Infinity,21587460,268435455,0,0,3.490208700299263,43.3999998383224,0,0,
911069,0.0031009912490844727,0.0031009912490844727,6.301203852285056,0.040751806700190955,Infinity,Infinity,21587460,268435455,0,0,3.490208700299263,43.3999998383224,0,0,
