x,evmSampleDeltaMs,logDeltaMs,DATA0_uH,DATA1_uH,DATA2_uH,DATA3_uH,DATA0,DATA1,DATA2,DATA3,DATA0_MHz,DATA1_MHz,DATA2_MHz,DATA3_MHz
621071,8071018.359300971,8071018.359300971,6.202195391575355,0.040751806700190955,Infinity,Infinity,21759083,268435455,0,0,3.5179562948644163,43.39999984,0,0
621072,0.012399017810821533,0.012399017810821533,6.202390363103703,0.040751806700190955,Infinity,Infinity,21758741,268435455,0,0,3.517901001125574,43.39999984,0,0
621073,0.003500998,0.003500998,6.202390363103703,0.040751806700190955,Infinity,Infinity,21758741,268435455,0,0,3.517901001125574,43.39999984,0,0
621074,0.002798975,0.002798975,6.202390363103703,0.040751806700190955,Infinity,Infinity,21758741,268435455,0,0,3.517901001125574,43.39999984,0,0
621075,0.002701044,0.002701044,6.202390363103703,0.040751806700190955,Infinity,Infinity,21758741,268435455,0,0,3.517901001125574,43.39999984,0,0
621076,0.002699971,0.002699971,6.202390363103703,0.040751806700190955,Infinity,Infinity,21758741,268435455,0,0,3.517901001125574,43.39999984,0,0
621077,0.002599001,0.002599001,6.202390363103703,0.040751806700190955,Infinity,Infinity,21758741,268435455,0,0,3.517901001125574,43.39999984,0,0
621078,20.790301024913788,20.790301024913788,6.202390363103703,0.040751806700190955,Infinity,Infinity,21758741,268435455,0,0,3.517901001125574,43.39999984,0,0
621079,0.008898973,0.008898973,6.202390363103703,0.040751806700190955,Infinity,Infinity,21758741,268435455,0,0,3.517901001125574,43.39999984,0,0
621080,0.003201008,0.003201008,6.202390363103703,0.040751806700190955,Infinity,Infinity,21758741,268435455,0,0,3.517901001125574,43.39999984,0,0
621081,0.002799988,0.002799988,6.202398344590213,0.040751806700190955,Infinity,Infinity,21758727,268435455,0,0,3.5178987376391886,43.39999984,0,0
621082,0.002699018,0.002699018,6.202398344590213,0.040751806700190955,Infinity,Infinity,21758727,268435455,0,0,3.5178987376391886,43.39999984,0,0
621083,0.002600968,0.002600968,6.202398344590213,0.040751806700190955,Infinity,Infinity,21758727,268435455,0,0,3.5178987376391886,43.39999984,0,0
621084,0.002499998,0.002499998,6.202398344590213,0.040751806700190955,Infinity,Infinity,21758727,268435455,0,0,3.5178987376391886,43.39999984,0,0
621085,0.002699018,0.002699018,6.202398344590213,0.040751806700190955,Infinity,Infinity,21758727,268435455,0,0,3.5178987376391886,43.39999984,0,0
621086,20.575700998306274,20.575700998306274,6.202398344590213,0.040751806700190955,Infinity,Infinity,21758727,268435455,0,0,3.5178987376391886,43.39999984,0,0
621087,0.010999023914337158,0.010999023914337158,6.202398344590213,0.040751806700190955,Infinity,Infinity,21758727,268435455,0,0,3.5178987376391886,43.39999984,0,0
621088,0.003700972,0.003700972,6.202398344590213,0.040751806700190955,Infinity,Infinity,21758727,268435455,0,0,3.5178987376391886,43.39999984,0,0
621089,0.002799034,0.002799034,6.202398344590213,0.040751806700190955,Infinity,Infinity,21758727,268435455,0,0,3.5178987376391886,43.39999984,0,0
621090,0.002600968,0.002600968,6.2024262799143255,0.040751806700190955,Infinity,Infinity,21758678,268435455,0,0,3.5178908154368402,43.39999984,0,0
621091,0.002600014,0.002600014,6.2024262799143255,0.040751806700190955,Infinity,Infinity,21758678,268435455,0,0,3.5178908154368402,43.39999984,0,0
621092,0.002498984,0.002498984,6.2024262799143255,0.040751806700190955,Infinity,Infinity,21758678,268435455,0,0,3.5178908154368402,43.39999984,0,0
621093,0.002601027,0.002601027,6.2024262799143255,0.040751806700190955,Infinity,Infinity,21758678,268435455,0,0,3.5178908154368402,43.39999984,0,0
621094,20.720299005508423,20.720299005508423,6.2024262799143255,0.040751806700190955,Infinity,Infinity,21758678,268435455,0,0,3.5178908154368402,43.39999984,0,0
621095,0.030399978160858154,0.030399978160858154,6.2024262799143255,0.040751806700190955,Infinity,Infinity,21758678,268435455,0,0,3.5178908154368402,43.39999984,0,0
621096,0.004601002,0.004601002,6.2024262799143255,0.040751806700190955,Infinity,Infinity,21758678,268435455,0,0,3.5178908154368402,43.39999984,0,0
621097,0.003898978,0.003898978,6.2024262799143255,0.040751806700190955,Infinity,Infinity,21758678,268435455,0,0,3.5178908154368402,43.39999984,0,0
621098,0.003801048,0.003801048,6.202136103810674,0.040751806700190955,Infinity,Infinity,21759187,268435455,0,0,3.517973109334707,43.39999984,0,0
621099,0.003498971,0.003498971,6.202136103810674,0.040751806700190955,Infinity,Infinity,21759187,268435455,0,0,3.517973109334707,43.39999984,0,0
621100,0.003500998,0.003500998,6.202136103810674,0.040751806700190955,Infinity,Infinity,21759187,268435455,0,0,3.517973109334707,43.39999984,0,0
621101,0.003198981,0.003198981,6.202136103810674,0.040751806700190955,Infinity,Infinity,21759187,268435455,0,0,3.517973109334707,43.39999984,0,0
621102,9.160800039768219,9.160800039768219,6.202136103810674,0.040751806700190955,Infinity,Infinity,21759187,268435455,0,0,3.517973109334707,43.39999984,0,0
621103,0.010100960731506348,0.010100960731506348,6.202136103810674,0.040751806700190955,Infinity,Infinity,21759187,268435455,0,0,3.517973109334707,43.39999984,0,0
621104,0.003298998,0.003298998,6.202136103810674,0.040751806700190955,Infinity,Infinity,21759187,268435455,0,0,3.517973109334707,43.39999984,0,0
621105,19.34340101480484,19.34340101480484,6.202136103810674,0.040751806700190955,Infinity,Infinity,21759187,268435455,0,0,3.517973109334707,43.39999984,0,0
621106,0.009500027,0.009500027,6.202136103810674,0.040751806700190955,Infinity,Infinity,21759187,268435455,0,0,3.517973109334707,43.39999984,0,0
