x,evmSampleDeltaMs,logDeltaMs,DATA0_uH,DATA1_uH,DATA2_uH,DATA3_uH,DATA0,DATA1,DATA2,DATA3,DATA0_MHz,DATA1_MHz,DATA2_MHz,DATA3_MHz,
335919,194725.08129999042,194725.08129999042,6.313884644844839,0.040751806700190955,Infinity,Infinity,21565771,268435455,0,0,3.486702074855566,43.3999998383224,0,0,
335920,0.015999019145965576,0.015999019145965576,6.313884644844839,0.040751806700190955,Infinity,Infinity,21565771,268435455,0,0,3.486702074855566,43.3999998383224,0,0,
335921,0.004500001668930054,0.004500001668930054,6.313884644844839,0.040751806700190955,Infinity,Infinity,21565771,268435455,0,0,3.486702074855566,43.3999998383224,0,0,
335922,0.003500014543533325,0.003500014543533325,6.313884644844839,0.040751806700190955,Infinity,Infinity,21565771,268435455,0,0,3.486702074855566,43.3999998383224,0,0,
335923,0.0032999813556671143,0.0032999813556671143,6.313884644844839,0.040751806700190955,Infinity,Infinity,21565771,268435455,0,0,3.486702074855566,43.3999998383224,0,0,
335924,0.003300994634628296,0.003300994634628296,6.313884644844839,0.040751806700190955,Infinity,Infinity,21565771,268435455,0,0,3.486702074855566,43.3999998383224,0,0,
335925,0.0033999979496002197,0.0033999979496002197,6.313878203834409,0.040751806700190955,Infinity,Infinity,21565782,268435455,0,0,3.4867038533091543,43.3999998383224,0,0,
335926,20.46909898519516,20.46909898519516,6.313878203834409,0.040751806700190955,Infinity,Infinity,21565782,268435455,0,0,3.4867038533091543,43.3999998383224,0,0,
335927,0.012401014566421509,0.012401014566421509,6.313878203834409,0.040751806700190955,Infinity,Infinity,21565782,268435455,0,0,3.4867038533091543,43.3999998383224,0,0,
335928,0.0039000213146209717,0.0039000213146209717,6.313878203834409,0.040751806700190955,Infinity,Infinity,21565782,268435455,0,0,3.4867038533091543,43.3999998383224,0,0,
335929,0.0027989745140075684,0.0027989745140075684,6.313878203834409,0.040751806700190955,Infinity,Infinity,21565782,268435455,0,0,3.4867038533091543,43.3999998383224,0,0,
335930,0.002400994300842285,0.002400994300842285,6.313878203834409,0.040751806700190955,Infinity,Infinity,21565782,268435455,0,0,3.4867038533091543,43.3999998383224,0,0,
335931,0.00210002064704895,0.00210002064704895,6.313878203834409,0.040751806700190955,Infinity,Infinity,21565782,268435455,0,0,3.4867038533091543,43.3999998383224,0,0,
335932,0.0021989941596984863,0.0021989941596984863,6.313878203834409,0.040751806700190955,Infinity,Infinity,21565782,268435455,0,0,3.4867038533091543,43.3999998383224,0,0,
335933,0.0021009743213653564,0.0021009743213653564,6.313809695515236,0.040751806700190955,Infinity,Infinity,21565899,268435455,0,0,3.486722769588232,43.3999998383224,0,0,
335934,20.741098999977112,20.741098999977112,6.313809695515236,0.040751806700190955,Infinity,Infinity,21565899,268435455,0,0,3.486722769588232,43.3999998383224,0,0,
335935,0.010701030492782593,0.010701030492782593,6.313809695515236,0.040751806700190955,Infinity,Infinity,21565899,268435455,0,0,3.486722769588232,43.3999998383224,0,0,
335936,0.0037999749183654785,0.0037999749183654785,6.313809695515236,0.040751806700190955,Infinity,Infinity,21565899,268435455,0,0,3.486722769588232,43.3999998383224,0,0,
335937,0.003000020980834961,0.003000020980834961,6.313809695515236,0.040751806700190955,Infinity,Infinity,21565899,268435455,0,0,3.486722769588232,43.3999998383224,0,0,
335938,0.0028000175952911377,0.0028000175952911377,6.313809695515236,0.040751806700190955,Infinity,Infinity,21565899,268435455,0,0,3.486722769588232,43.3999998383224,0,0,
335939,0.0024989843368530273,0.0024989843368530273,6.313809695515236,0.040751806700190955,Infinity,Infinity,21565899,268435455,0,0,3.486722769588232,43.3999998383224,0,0,
335940,0.002700984477996826,0.002700984477996826,6.313809695515236,0.040751806700190955,Infinity,Infinity,21565899,268435455,0,0,3.486722769588232,43.3999998383224,0,0,
335941,0.002499997615814209,0.002499997615814209,6.313809695515236,0.040751806700190955,Infinity,Infinity,21565899,268435455,0,0,3.486722769588232,43.3999998383224,0,0,
335942,5.185598999261856,5.185598999261856,6.31416337437387,0.040751806700190955,Infinity,Infinity,21565295,268435455,0,0,3.4866251163184643,43.3999998383224,0,0,
335943,18.152300029993057,18.152300029993057,6.31416337437387,0.040751806700190955,Infinity,Infinity,21565295,268435455,0,0,3.4866251163184643,43.3999998383224,0,0,
335944,0.013200968503952026,0.013200968503952026,6.31416337437387,0.040751806700190955,Infinity,Infinity,21565295,268435455,0,0,3.4866251163184643,43.3999998383224,0,0,
335945,0.003800004720687866,0.003800004720687866,6.31416337437387,0.040751806700190955,Infinity,Infinity,21565295,268435455,0,0,3.4866251163184643,43.3999998383224,0,0,
335946,0.0026000142097473145,0.0026000142097473145,6.31416337437387,0.040751806700190955,Infinity,Infinity,21565295,268435455,0,0,3.4866251163184643,43.3999998383224,0,0,
335947,0.0021989941596984863,0.0021989941596984863,6.31416337437387,0.040751806700190955,Infinity,Infinity,21565295,268435455,0,0,3.4866251163184643,43.3999998383224,0,0,
335948,0.001901000738143921,0.001901000738143921,6.31416337437387,0.040751806700190955,Infinity,Infinity,21565295,268435455,0,0,3.4866251163184643,43.3999998383224,0,0,
335949,0.0017000138759613037,0.0017000138759613037,6.31416337437387,0.040751806700190955,Infinity,Infinity,21565295,268435455,0,0,3.4866251163184643,43.3999998383224,0,0,
335950,0.001699984073638916,0.001699984073638916,6.314376532938165,0.040751806700190955,Infinity,Infinity,21564931,268435455,0,0,3.486566265672445,43.3999998383224,0,0,
