=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.03.10 18:08:16 =~=~=~=~=~=~=~=~=~=~=~=
129363,296,-504,4126,0.71,-1.21,9.8

95087,324,-516,4096,0.78,-1.24,9.81,9.91
195137,302,-500,4112,0.72,-1.20,9.84,9.94
195186,308,-528,4118,0.74,-1.26,9.86,9.97
95087,324,-516,4096,0.78,-1.24,9.81,9.91
195137,302,-500,4112,0.72,-1.20,9.84,9.94
195186,308,-528,4118,0.74,-1.26,9.86,9.97
4,306,-512,4106,0.73,-1.23,9.83,9.93
53,318,-518,4110,0.76,-1.24,9.84,9.95
102,292,-510,4124,0.70,-1.22,9.87,9.97
152,298,-500,4124,0.71,-1.20,9.87,9.97
201,316,-524,4116,0.76,-1.25,9.85,9.96
250,300,-522,4122,0.72,-1.25,9.87,9.97
300,314,-498,4126,0.75,-1.19,9.88,9.98
350,294,-518,4096,0.70,-1.24,9.81,9.91
399,306,-496,4114,0.73,-1.19,9.85,9.95
448,286,-518,4114,0.68,-1.24,9.85,9.95
497,304,-510,4106,0.73,-1.22,9.83,9.93
547,288,-502,4128,0.69,-1.20,9.88,9.98
596,294,-506,4130,0.70,-1.21,9.89,9.99
646,302,-516,4122,0.72,-1.24,9.87,9.97
695,310,-522,4120,0.74,-1.25,9.86,9.97
745,312,-520,4124,0.75,-1.24,9.87,9.98
794,312,-506,4082,0.75,-1.21,9.77,9.88
843,326,-504,4118,0.78,-1.21,9.86,9.96
892,302,-516,4120,0.72,-1.24,9.86,9.97
943,306,-520,4110,0.73,-1.24,9.84,9.95
992,300,-530,4114,0.72,-1.27,9.85,9.96
1041,314,-534,4128,0.75,-1.28,9.88,9.99
1090,296,-500,4090,0.71,-1.20,9.79,9.89
1140,302,-514,4108,0.72,-1.23,9.84,9.94
1189,298,-504,4102,0.71,-1.21,9.82,9.92
1239,292,-498,4110,0.70,-1.19,9.84,9.94
1289,310,-514,4136,0.74,-1.23,9.90,10.01
1338,292,-504,4124,0.70,-1.21,9.87,9.97
1387,296,-506,4130,0.71,-1.21,9.89,9.99
1437,312,-518,4114,0.75,-1.24,9.85,9.96
1486,300,-518,4128,0.72,-1.24,9.88,9.99
1536,320,-520,4106,0.77,-1.24,9.83,9.94
1585,304,-526,4086,0.73,-1.26,9.78,9.89
1635,306,-508,4114,0.73,-1.22,9.85,9.95
1684,290,-526,4124,0.69,-1.26,9.87,9.98
1733,310,-502,4130,0.74,-1.20,9.89,9.99
1783,320,-520,4158,0.77,-1.24,9.96,10.06
